Chunk 	 RSQ
0	0.540350863857
1	0.489045642388
2	0.595199473867
3	0.540088802807

overall_gold_y	overall_pred_y	overall_adj
-3.157	[-1.76902902]	little
-1.64412	[-0.75197214]	adequate
0.693147	[ 0.11769271]	high
0.691583	[-0.24472779]	obvious
-1.94591	[-1.63882792]	little
-0.451985	[-0.21010017]	bullish
-3.80666	[-1.73477232]	little
-0.146603	[-0.15601254]	nice
0.592342	[ 0.12741685]	radical
-0.543615	[-0.53019118]	moderate
-1.79176	[-1.22355807]	sensitive
0.693147	[ 0.51020002]	competitive
0.36936	[-0.30890068]	sound
-0.405465	[ 0.30120522]	solid
0.492476	[-0.07272673]	high
0.627907	[ 0.25796944]	striking
-0.482768	[ 0.02467233]	severe
-0.131028	[ 0.37377918]	prominent
-1.25276	[-1.88634527]	small
-0.741937	[-1.34335637]	sensitive
-0.650813	[ 0.0106014]	legitimate
0.872488	[ 0.25285721]	wide
0.834559	[ 0.01552224]	unusual
0.66905	[ 0.34308958]	deep
-0.0240976	[-0.25329268]	favorable
-0.693147	[-0.6731568]	ordinary
-0.0518251	[-0.24728408]	obvious
0.575364	[ 0.29198098]	surprising
-0.504556	[-0.32187164]	comfortable
-3.04452	[-1.74415696]	tiny
0.31178	[ 0.3135469]	remarkable
0.241162	[ 0.41829407]	wide
0.260283	[ 0.20541275]	large
-2.07272	[-1.85726535]	inadequate
0.0935261	[-0.52625197]	appropriate
-0.242313	[-0.5466581]	usual
-1.59505	[-1.12610614]	bearish
2.22045e-16	[ 0.54891264]	outstanding
0.693147	[ 0.2816065]	crucial
-0.767255	[-0.81130016]	adequate
-1.21109	[-0.7488026]	fine
1.20936	[ 0.23250878]	steep
-0.276253	[-0.9766475]	stable
-0.145954	[-0.28556848]	vital
-1.16315	[-1.88965034]	tight
-2.63906	[-1.64419734]	minor
-3.38439	[-1.76844096]	narrow
-0.0283552	[ 0.06041861]	broad
-4.09434	[-1.95994961]	disappointing
0.672944	[ 0.5370059]	intense
-0.530628	[ 0.28168249]	clear
0.553385	[ 0.38242447]	significant
-2.16905	[-1.53420174]	minor
-0.693147	[-1.60302258]	light
-0.251314	[ 0.15274453]	solid
0.795801	[ 0.53491652]	powerful
0.736632	[ 0.28589469]	strong
-0.0606246	[-0.10807508]	nice
0.433865	[ 0.26367754]	prominent
0.167054	[ 0.20814049]	outstanding
-0.332706	[-0.07211721]	firm
-1.54756	[-0.97087121]	ordinary
0.430783	[-0.11417353]	liberal
-0.814508	[-1.04727066]	likely
-2.93119	[-1.87359345]	narrow
-0.866811	[-0.12302381]	legitimate
0.287682	[-0.45266834]	adequate
0.470004	[ 0.10205364]	surprising
-0.559616	[ 0.06430018]	legitimate
-0.628609	[ 0.19729614]	vital
2.22045e-16	[ 0.03325522]	steep
-0.832909	[ 0.48988843]	competitive
-1.89712	[-1.67019868]	light
0.534923	[ 0.4615339]	powerful
0.412532	[-0.47548273]	conventional
-1.62597	[-2.88074374]	weak
0.177681	[-0.17740369]	crucial
-3.4286	[-1.32253146]	stable
0.173272	[ 0.0988692]	serious
1.03799	[ 0.60891068]	big
0.405465	[ 0.02166355]	critical
-0.253449	[-0.66516572]	healthy
-1.29392	[-1.44925809]	stable
0.613104	[-0.02017254]	firm
0.719123	[ 0.10281336]	surprising
0.416894	[ 0.19052327]	great
2.22045e-16	[-0.79434788]	usual
0.538997	[-0.26893908]	clear
0.310155	[ 0.46694827]	radical
-3.18842	[-3.05007458]	poor
0.974315	[ 0.44352698]	huge
-0.628609	[-0.23814404]	liberal
-1.0116	[-2.36015081]	low
-2.25129	[-1.93490136]	light
0.687247	[ 0.38896495]	impressive
0.317663	[ 0.49042618]	impressive
-0.916291	[-0.19310993]	clear
-0.942608	[-1.2755301]	likely
-0.251314	[-0.03253388]	firm
-1.25276	[-1.16549468]	bearish
0.225807	[-0.19915432]	sharp
0.655407	[ 0.44107223]	grand
0.223144	[-0.94063836]	likely
-3.72569	[-2.90619373]	narrow
0.336472	[-0.35760319]	reasonable
-0.074108	[-1.13402855]	acceptable
-1.16074	[-1.13670778]	comfortable
0.550046	[ 0.57623363]	extraordinary
-0.81093	[-0.47168306]	adequate
-1.00866	[-1.6853888]	light
2.22045e-16	[-1.17633176]	regular
0.693147	[-0.08972543]	firm
0.480054	[-0.03388035]	serious
0.241162	[ 0.03338546]	vital
-0.528525	[-0.29084671]	valuable
-0.243978	[-0.86434656]	fundamental
-2.18324	[-2.55800915]	small
0.225956	[-0.1227358]	grand
0.682565	[-0.15891373]	valuable
0.194156	[-0.12386811]	solid
0.505936	[ 0.32457691]	broad
0.516691	[ 0.48842394]	substantial
-1.4018	[-2.68219852]	tiny
0.916291	[ 0.42025912]	steep
-0.587787	[-0.97206599]	appropriate
0.538997	[-0.82058865]	positive
0.693147	[ 0.10706681]	grand
-2.0149	[-0.26698995]	moderate
-0.262364	[-0.08436838]	solid
1.04034	[ 0.45058209]	extraordinary
0.634307	[ 0.258825]	critical
-5.02716	[-2.81628394]	tiny
-0.314493	[-0.51550812]	liberal
-4.78749	[-2.52094579]	inadequate
0.119347	[ 0.2386117]	substantial
0.650588	[ 0.02446562]	deep
0.0800427	[-0.06027853]	significant
0.287682	[-0.60682821]	nice
0.784714	[ 0.17099226]	unusual
1.44036	[ 0.29150939]	outstanding
-1.43075	[-1.52694774]	routine
-1.90211	[-2.83198333]	disappointing
-0.577315	[-0.27451217]	promising
-3.55535	[-1.65755403]	sensitive
0.526093	[ 0.29539317]	huge
0.0594234	[-0.68220371]	appropriate
2.22045e-16	[-0.77776086]	favorable
0.72667	[ 0.18242925]	radical
0.00259404	[-0.55961651]	fundamental
0.287682	[-0.35893536]	adequate
0.298493	[ 0.09333837]	sharp
0.693147	[ 0.44453448]	sharp
-0.139762	[ 0.52402413]	broad
0.589157	[ 0.26000619]	substantial
0.85745	[-0.43888462]	crucial
0.223144	[ 0.54580402]	unexpected
1.03799	[ 0.29849803]	unexpected
1.22121	[ 0.26010841]	radical
-0.870828	[-0.88116044]	moderate
0.50743	[ 0.22949469]	serious
0.510826	[ 0.61912477]	big
-0.54764	[-0.83910215]	appropriate
1.02962	[ 0.01946718]	critical
0.37298	[ 0.17495048]	grand
-2.19722	[-2.40614796]	narrow
-1.29098	[-1.49368298]	modest
-0.446287	[-1.43930459]	tight
-1.53148	[-1.3457365]	traditional
0.581922	[-0.03074622]	liberal
0.377294	[-0.26625514]	big
0.482224	[ 0.09952474]	unusual
2.22045e-16	[-0.69450599]	moderate
0.522189	[-0.11139774]	steep
-0.8232	[-1.41865504]	fair
0.768655	[ 0.34417379]	extensive
-2.62104	[-1.53863192]	conservative
-1.90954	[-1.017905]	typical
0.693147	[ 0.53500009]	extraordinary
-2.27727	[-1.08508801]	relative
0.693147	[ 0.26312232]	sizable
-1.50408	[-1.55489242]	light
-4.45435	[-2.71642995]	tiny
-0.74607	[-1.22378266]	appropriate
0.126041	[-1.0329591]	fair
0.287682	[-1.04876053]	regular
-3.97656	[-2.58695126]	weak
-0.551177	[-0.83980346]	adequate
-0.383725	[-0.67539614]	liberal
0.200671	[ 0.23487002]	impressive
-5.94017	[-0.10548043]	unusual
0.37949	[-0.57184887]	favorable
0.346523	[-0.4367857]	competitive
-0.788457	[-0.77332664]	traditional
-1.54756	[-2.5871284]	narrow
0.887303	[ 0.67864835]	extraordinary
0.626412	[-0.2022087]	surprising
0.798508	[ 0.39934778]	steep
-1.66501	[-0.56587577]	liberal
-0.169899	[-1.20221472]	traditional
0.613104	[-0.31795189]	important
0.538997	[ 0.6147058]	impressive
-3.19867	[-1.20874417]	reasonable
-0.198851	[-0.328026]	rich
-0.350202	[-0.35437727]	generous
0.606136	[ 0.19725388]	strong
0.287682	[ 0.35000837]	sharp
-1.0116	[-1.73280466]	minor
1.02962	[ 0.18445086]	solid
0.0253178	[ 0.51924908]	broad
0.693147	[ 0.0866822]	great
-3.16758	[-2.48166585]	weak
-0.223144	[-0.19076568]	legitimate
0.804373	[ 0.20979631]	excessive
0.693147	[-0.27415514]	important
-0.265108	[-0.77901155]	favorable
0.659246	[ 0.21732283]	rich
-0.65678	[-0.08495718]	extensive
-1.55814	[-0.78029728]	ordinary
0.251314	[ 0.3015455]	competitive
0.470004	[ 0.39701968]	outstanding
0.27029	[-0.96406507]	conventional
0.855666	[ 0.08874917]	excessive
0.076961	[-0.00652552]	competitive
0.336472	[-0.18000835]	strong
-0.100083	[ 0.21691233]	substantial
0.0215062	[-0.41406614]	obvious
0.727833	[-0.18613899]	prominent
0.628609	[-1.05146003]	ordinary
0.693147	[ 0.53835773]	significant
0.2948	[-0.12731278]	valuable
-1.6864	[-0.79843318]	conventional
0.536986	[ 0.02037036]	intense
0.693147	[-0.04522008]	strong
0.281851	[-0.75883847]	obvious
-0.287682	[-0.74859643]	appropriate
-0.0121214	[-0.84607285]	comfortable
-0.143894	[-0.60742092]	solid
-3.35241	[-1.91261125]	slight
0.569533	[ 0.02967846]	severe
-0.693147	[-1.59227228]	traditional
0.0940289	[-0.55642432]	good
0.133531	[ 0.0245707]	large
0.0909718	[ 0.33708841]	unexpected
-1.11696	[-2.69785619]	low
-2.36321	[-2.61407447]	tiny
-1.38629	[-1.45074129]	conservative
-0.838329	[-2.3181963]	low
1.26113	[ 0.66673315]	striking
-1.37231	[-2.45638895]	thin
0.679724	[ 0.29283988]	big
-1.28785	[-2.14114571]	minor
-0.890315	[-0.04541633]	solid
0.287682	[-0.34705478]	vital
0.405465	[ 0.2344749]	large
0.437214	[ 0.00792533]	sizable
-1.92529	[-0.05967212]	broad
0.338602	[-1.14933312]	traditional
0.510826	[-0.62349427]	nice
-0.0246926	[-1.59657729]	likely
0.884202	[ 0.32886696]	extensive
-0.0953102	[-0.14587677]	competitive
2.22045e-16	[-1.37841249]	positive
-5.39363	[-0.93013668]	bearish
-1.20896	[-0.86714596]	typical
0.231802	[-0.7460115]	good
0.502092	[-0.15166241]	sound
1.12847	[ 0.58495045]	grand
-0.693147	[ 0.69266701]	great
1.45083	[ 0.48700333]	outstanding
0.944462	[ 0.30707175]	substantial
0.693147	[-0.32827562]	competitive
-0.515164	[-0.74527943]	important
-0.405465	[-0.87479073]	likely
-0.5738	[-1.90647483]	sensitive
0.427444	[ 0.79046154]	substantial
0.563094	[ 0.35918331]	remarkable
-0.650588	[ 0.09018093]	bullish
1.60944	[ 0.30603099]	huge
-4.35028	[-2.30761433]	poor
0.665496	[-0.23491454]	hefty
-2.46385	[-2.31831264]	low
-3.3322	[-1.91212809]	slight
-1.70475	[-2.75204206]	narrow
0.392042	[-1.1687727]	modest
0.430783	[-0.36077154]	fine
-0.570545	[-1.37115586]	normal
0.133531	[ 0.06855005]	legitimate
0.241162	[-0.14291549]	powerful
-2.03688	[-2.1800456]	slight
0.648196	[ 0.10443091]	great
-0.101783	[-0.51357502]	important
-0.417735	[-0.41051185]	firm
-1.41707	[-1.39947295]	bearish
1.13943	[ 0.51694298]	huge
-2.32728	[-2.2195797]	little
0.390866	[-0.47771642]	adequate
0.154151	[ 0.06402659]	sizable
-0.344096	[-0.6133939]	nice
0.491121	[ 0.00832814]	strong
-1.18958	[-1.00662291]	fine
0.510826	[ 0.95179391]	remarkable
-0.251314	[-1.02983403]	positive
0.660357	[ 0.17010587]	huge
-0.0307717	[-0.15506834]	surprising
-0.0121214	[-1.02288628]	important
-0.916291	[ 0.60009098]	broad
-0.340927	[-0.14042574]	crucial
0.105361	[-0.90231895]	acceptable
-0.432864	[-1.63064933]	light
-0.191891	[-0.21054995]	valuable
1.01523	[ 0.35478276]	unexpected
-1.16074	[-0.68308276]	moderate
0.693147	[ 0.45512557]	excessive
-1.09861	[-0.39522746]	appropriate
0.074108	[-1.15220141]	positive
0.641854	[ 0.35443091]	severe
0.348307	[ 0.0747577]	extensive
-1.70475	[-1.6955688]	tight
1.09861	[ 0.04810566]	powerful
-1.36828	[-2.16802597]	minor
-2.74084	[-2.81047368]	thin
0.606136	[ 0.16566616]	aggressive
0.117783	[ 0.13125223]	competitive
0.0606246	[ 0.4618938]	considerable
0.530628	[ 0.667454]	dramatic
-0.71784	[-0.3329879]	generous
-0.832909	[-0.38252246]	solid
1.04982	[ 0.33231688]	huge
0.464889	[ 0.41779298]	broad
0.570545	[ 0.22987133]	deep
-1.77978	[-2.91265321]	thin
0.0571584	[ 0.30184442]	aggressive
-0.488097	[-1.07826686]	stable
0.777705	[ 0.46318364]	extraordinary
0.203599	[-0.99426544]	usual
-0.082065	[-0.19258142]	sizable
-0.287682	[-1.39335799]	tight
-1.16315	[-1.32771778]	fair
-0.730888	[ 0.00834453]	prominent
0.257829	[ 0.31526339]	powerful
0.374693	[-0.26392132]	nice
-0.14842	[-1.04787207]	positive
-2.14007	[-1.4757452]	tight
0.240385	[-0.80308563]	favorable
0.0168071	[-0.72584295]	fine
-0.291055	[-1.65995765]	relative
-0.185142	[-0.06646198]	aggressive
0.454255	[ 0.20242119]	severe
0.632523	[ 0.10960466]	hefty
-2.8799	[-1.82581377]	sensitive
0.332134	[-0.31635332]	hefty
0.693147	[ 0.85770237]	outstanding
0.340326	[-1.1193471]	traditional
-0.178692	[ 0.05809361]	valuable
0.462624	[ 0.6522243]	outstanding
0.556288	[-0.66601664]	liberal
0.698878	[ 0.03473681]	major
-0.777029	[-0.92971867]	fundamental
0.693147	[ 0.00669384]	clear
0.301105	[ 0.50616598]	major
-0.470004	[-1.04492784]	normal
0.693147	[ 0.17337638]	sizable
0.693147	[-0.09572709]	solid
-0.223144	[-0.43863028]	clear
-3.04452	[-2.21498084]	small
-1.41099	[-1.35555673]	fair
0.773999	[ 0.12931883]	extensive
0.04652	[ 0.39378762]	hefty
0.628609	[ 0.25614059]	crucial
-1.04145	[-1.06843567]	modest
0.626456	[ 0.31624687]	sizable
0.317358	[-0.31640726]	liberal
-0.585727	[-1.98664081]	conservative
-0.385662	[-1.25780034]	modest
0.0512933	[-1.02877188]	likely
-1.09861	[-2.82690978]	narrow
0.478893	[ 0.14074773]	steep
0.136859	[-0.95289636]	fine
1.59393	[ 0.46362126]	remarkable
-0.0327898	[-0.45238608]	moderate
2.22045e-16	[-0.69922233]	usual
0.676618	[ 0.11011118]	intense
-0.105361	[ 0.34159958]	broad
-0.792238	[-0.72826099]	acceptable
0.662376	[ 0.16120666]	extensive
-0.117783	[ 0.36891514]	deep
-0.14425	[-0.8364951]	favorable
0.450834	[-0.14613247]	deep
2.22045e-16	[-0.47601247]	appropriate
0.693147	[ 0.68334234]	striking
-0.476924	[-0.98958898]	normal
-0.405465	[-0.84202313]	usual
0.387766	[ 0.27203655]	impressive
0.0487902	[-0.17496255]	important
-1.28093	[-1.101156]	ordinary
-0.280302	[-1.73185229]	modest
-0.745333	[-1.23478484]	likely
-0.435318	[-0.96556211]	reasonable
0.480699	[ 0.12009138]	unexpected
-0.17185	[ 0.69811082]	unexpected
-0.611802	[-0.56239444]	healthy
0.457833	[ 0.26931286]	broad
-1.74047	[-0.89752471]	adequate
-4.35671	[-2.29537201]	slight
0.276632	[-0.14526111]	serious
-0.256296	[ 0.45702052]	intense
2.22045e-16	[-0.8241182]	positive
0.546544	[-0.05421615]	unusual
0.466709	[ 0.39842999]	excessive
-5.09068	[-2.50234985]	inadequate
0.336472	[-0.4062745]	promising
-3.91202	[-2.04991865]	slight
0.334513	[-1.16499412]	appropriate
-0.97456	[-1.12344956]	ordinary
-1.06087	[-2.39843869]	low
-1.09861	[-0.92940235]	conventional
0.43328	[ 0.23763645]	generous
-0.0377403	[-1.58552349]	likely
0.333773	[-0.02820098]	generous
0.782759	[ 0.55633581]	impressive
-0.0444518	[-0.63763684]	appropriate
-4.15888	[ 0.29795432]	rare
-3.13883	[-2.04588032]	sensitive
-0.37949	[-0.45899215]	reasonable
-1.45529	[-2.06076908]	minor
-0.693147	[-2.65028977]	weak
-0.029853	[-0.74280572]	reasonable
-2.50553	[-2.77880692]	low
0.223144	[-0.7771194]	obvious
-3.34404	[-2.2864151]	tiny
0.510826	[ 0.61770475]	generous
0.287682	[-0.6050297]	clear
-0.0350913	[-0.25652659]	prominent
0.591365	[ 0.19752902]	intense
0.40016	[ 0.37352133]	excessive
-0.633724	[-1.1295495]	routine
0.0588405	[-0.41625875]	liberal
-0.81093	[-0.87908083]	routine
0.988264	[ 0.11549079]	intense
-2.0149	[-2.7332108]	poor
0.578078	[ 0.52546477]	deep
0.476924	[-0.42195982]	obvious
0.644357	[ 0.79257822]	outstanding
-0.0571584	[ 0.26524854]	valuable
-3.157	[-0.83457255]	appropriate
0.693147	[ 0.39254236]	vital
0.510826	[ 0.65073609]	grand
-0.249461	[-1.36387777]	regular
-0.77319	[-0.34504133]	firm
0.154151	[-0.87544185]	positive
0.625174	[ 0.30859166]	dramatic
-2.68558	[-1.80481696]	slight
0.312375	[ 0.30133051]	significant
0.318454	[-0.17143476]	solid
-0.719123	[-1.36119962]	routine
0.150823	[-0.0532704]	wide
-0.648027	[-0.9264496]	comfortable
0.04652	[-0.33957785]	obvious
0.837397	[ 0.08058411]	aggressive
0.693147	[ 0.70432544]	great
0.619039	[ 0.01294953]	vital
0.409095	[ 0.35738868]	major
-0.164303	[-0.6470511]	adequate
-1.18822	[-2.54303932]	narrow
0.074108	[ 0.43725681]	radical
-0.693147	[-0.35209489]	favorable
-1.79803	[-0.46933204]	clear
-1.17272	[-2.05352092]	sensitive
-2.75457	[-1.26196837]	modest
0.451007	[ 0.21903634]	great
0.122602	[-1.18960547]	traditional
0.483427	[ 0.14848876]	significant
-0.251314	[-0.58655763]	clear
0.693147	[ 0.55082834]	intense
0.192372	[-0.24294829]	grand
0.434453	[-0.10323328]	large
0.459532	[ 0.13733131]	excessive
-0.733969	[-0.77555764]	typical
0.693147	[-0.11963594]	unexpected
0.60859	[ 0.60862064]	impressive
0.693147	[-0.05102563]	extensive
0.615761	[ 0.26855618]	remarkable
1.24889	[-0.32954276]	critical
0.660886	[-0.2846452]	rich
1.09861	[ 0.25849068]	major
0.325422	[-0.24207753]	steep
1.07729	[ 0.25764942]	impressive
-0.587787	[ 0.13459468]	critical
-1.19392	[-1.4799335]	tight
-0.535518	[ 0.11148065]	vital
0.0903841	[-0.62256908]	good
1.13943	[-0.04501069]	crucial
0.0526437	[-0.12075043]	generous
0.620122	[ 0.21245116]	rare
0.593064	[ 0.21167725]	sizable
-3.09104	[-2.34586]	tiny
-0.342945	[-0.02155435]	strong
0.510826	[ 0.52066076]	sharp
-0.916291	[-1.64160633]	sensitive
-0.549359	[-0.52523887]	legitimate
0.126752	[ 0.42575574]	rare
-1.45343	[-2.99869418]	poor
-0.223144	[-1.04476643]	relative
0.668756	[-0.31000042]	surprising
-0.027399	[-0.96666485]	ordinary
0.0928502	[-0.29530898]	healthy
0.105361	[-0.19528401]	crucial
0.808866	[ 0.04862738]	unusual
0.287682	[ 0.2061404]	significant
-1.09861	[-1.25048685]	familiar
-2.35138	[-1.83574176]	tight
0.330624	[-0.60453433]	bullish
-0.538997	[-0.37615028]	acceptable
-1.54045	[-2.08438873]	low
-3.28787	[-2.24713135]	minor
0.513354	[-0.20603287]	surprising
-0.741937	[-0.85148406]	appropriate
0.412845	[ 0.27661669]	rare
-3.71357	[-1.6618588]	sensitive
0.435318	[-0.12672555]	significant
-4.09434	[-2.69079614]	poor
0.693147	[-0.10059842]	firm
-1.60944	[-0.33405286]	conventional
2.22045e-16	[ 0.05990499]	critical
-2.99573	[-2.27863598]	narrow
0.175204	[-0.27337843]	unusual
0.287682	[ 0.12250865]	hefty
-2.97553	[-1.2483598]	bearish
-0.54764	[-1.15790296]	normal
-0.169076	[-1.11912894]	fair
-1.35455	[-1.92085791]	light
0.757686	[-0.03212965]	bullish
-3.27714	[-2.59907889]	poor
-0.11441	[ 0.02031535]	sharp
-0.0224729	[-0.0067693]	sizable
0.62755	[ 0.06286412]	extensive
-0.0314162	[-1.26403999]	relative
0.401011	[ 0.3560611]	extraordinary
0.658512	[-0.30892122]	severe
0.644357	[ 0.62403166]	grand
0.287682	[-0.33118135]	firm
0.0558805	[-0.69290692]	legitimate
0.825207	[ 0.26349419]	unexpected
0.559616	[ 0.38799417]	steep
-0.625094	[-0.46235865]	sound
-1.09861	[-1.3399601]	typical
-0.160343	[-0.00617743]	aggressive
0.405465	[-0.00938177]	impressive
-3.16758	[-1.36264157]	modest
0.318454	[-0.10910606]	sharp
1.09524	[ 0.25236416]	considerable
0.550046	[-0.04853201]	steep
0.226773	[ 0.14389527]	powerful
-4.09434	[ 0.19612837]	unusual
-2.91777	[-1.59900665]	tight
0.928713	[ 0.25405443]	serious
0.538997	[-0.17364991]	important
-2.0149	[-2.22601008]	slight
0.624939	[-0.83184028]	clear
0.414944	[ 0.10524035]	powerful
-0.447577	[-1.06867874]	conventional
-1.57554	[-2.00531435]	small
0.203599	[ 0.5281359]	sharp
-1.46634	[-0.58776784]	fundamental
-1.65823	[-1.62348413]	light
0.60738	[-0.15549219]	aggressive
0.610909	[ 0.58278799]	striking
0.360441	[ 0.32671475]	grand
0.647685	[ 0.15940595]	grand
-1.47591	[-1.20388782]	modest
-0.336472	[-1.26611519]	conservative
0.559616	[-0.64989215]	appropriate
-1.32176	[-2.55007291]	narrow
0.693147	[ 0.36733592]	outstanding
-0.382992	[-0.29735327]	firm
0.287682	[-0.00675279]	nice
-1.30833	[-1.00634038]	ordinary
0.298855	[ 0.0676012]	major
0.502092	[ 0.45572758]	excessive
0.587787	[ 0.500736]	remarkable
-0.610909	[-1.17017782]	relative
-3.85015	[-2.26429558]	slight
-0.027399	[-0.44621658]	clear
-0.331777	[-1.99892342]	sensitive
0.682452	[-0.15429509]	wide
-2.02815	[-2.1518476]	slight
0.693147	[ 0.44649684]	serious
1.06166	[-0.1869154]	severe
-0.488353	[-0.91616064]	comfortable
0.339868	[ 0.18754399]	great
-0.510826	[-0.52696079]	sound
0.679542	[-0.51094788]	vital
-1.42139	[-1.51251924]	conservative
0.554997	[-0.06537199]	critical
-1.05605	[-1.47494185]	stable
-0.287682	[-2.40292573]	thin
0.64355	[-0.48767048]	bullish
-1.58045	[-0.81231248]	fine
-0.916291	[-1.35920715]	conservative
0.320472	[ 0.40217501]	intense
-0.875469	[-1.16538322]	normal
-0.0800427	[-0.37526578]	good
-1.04145	[-1.40224707]	routine
0.693147	[ 0.64339769]	extensive
0.436102	[-0.19144452]	crucial
0.67788	[ 0.59027314]	big
0.160343	[-0.09430599]	sizable
-3.04452	[-2.19523859]	slight
0.381935	[ 0.14798325]	rare
0.241162	[ 0.13589549]	powerful
1.21876	[-0.29407752]	major
0.667172	[-0.47420654]	healthy
0.16508	[-0.94992077]	adequate
0.218689	[-0.45993876]	firm
0.117783	[-1.07040882]	relative
0.374693	[-0.59304547]	usual
-1.0116	[-2.27872944]	sensitive
0.0870114	[ 0.11354113]	rich
-3.29584	[-2.60326982]	poor
0.356675	[ 0.1665808]	solid
0.207639	[-0.41509217]	fundamental
0.348307	[-0.12636423]	strong
-1.81916	[-1.26932871]	likely
0.693147	[ 0.3240931]	generous
0.567984	[ 0.21778852]	significant
0.540806	[-0.14945292]	unusual
-1.27046	[-2.07772923]	sensitive
0.347401	[-0.03329283]	sizable
-0.429214	[-0.69473028]	crucial
-1.72277	[-0.73023587]	moderate
-0.475424	[-0.90235925]	adequate
-0.187212	[-1.08519435]	stable
0.287682	[-1.63331008]	relative
0.483427	[ 0.01135904]	rich
0.172613	[-0.08853644]	rich
-1.07451	[-0.1603646]	nice
-2.12026	[-2.41790724]	thin
-0.451985	[-0.25132847]	sizable
-0.24686	[ 0.22363043]	surprising
0.297252	[-1.06025624]	familiar
0.182322	[-0.42923409]	favorable
-0.638087	[ 0.49197173]	great
-2.3979	[-1.30403388]	modest
-1.25276	[-0.79995859]	regular
0.336472	[-0.26512021]	nice
-0.960462	[-0.12441063]	surprising
-0.196115	[ 0.02813685]	big
0.693147	[-0.34292561]	promising
1.09861	[ 0.50553191]	surprising
0.664976	[ 0.28152549]	huge
-0.916291	[-1.94033468]	low
-3.31419	[-2.03154802]	little
0.207639	[-0.21291417]	healthy
-0.707746	[-1.02449477]	ordinary
0.281412	[-0.74883437]	favorable
-1.38629	[-2.11492634]	thin
-0.287682	[ 0.17098689]	steep
-0.470004	[-0.397053]	vital
-0.708651	[-0.82011974]	conventional
0.450586	[ 0.48335934]	unexpected
-0.551317	[-0.60511923]	moderate
-0.100083	[-0.15709376]	sound
-1.38629	[-1.12146091]	fine
-0.750967	[-0.81548774]	acceptable
0.233615	[ 0.26518548]	major
0.753772	[ 0.06217515]	high
0.287682	[-0.80702156]	routine
-0.530628	[-0.32564598]	fundamental
-1.76766	[-0.72769803]	fundamental
0.399799	[-0.61925501]	fundamental
-2.27727	[-2.454]	low
0.703404	[-0.63320917]	liberal
0.710539	[ 0.24174827]	impressive
-1.20397	[-0.54379022]	solid
0.348307	[ 0.04224479]	extensive
0.693147	[-0.00190806]	nice
0.619039	[ 0.21507841]	striking
-0.269129	[ 0.0449518]	broad
0.730888	[-0.0687772]	solid
0.510826	[ 0.25424188]	extensive
-1.90954	[-2.29805017]	disappointing
-0.678441	[-1.24872863]	fair
0.887303	[ 0.01222062]	unusual
0.693147	[ 0.65518498]	remarkable
-0.524524	[-1.07166791]	typical
-2.14165	[-2.74750447]	thin
-3.63759	[-2.71827197]	disappointing
1.38629	[ 0.68185377]	outstanding
-1.23837	[-0.9612202]	usual
0.693147	[-0.91990507]	traditional
0.190044	[-0.40932101]	liberal
0.198451	[ 0.35969907]	radical
0.225162	[-0.84450912]	nice
-1.48514	[-1.31768167]	stable
-0.372675	[-1.77350688]	conservative
-0.100083	[-0.10526192]	favorable
-1.3633	[-2.56865859]	thin
-0.207639	[-0.81826419]	modest
0.210295	[-0.54601949]	sound
0.332134	[ 0.31403846]	dramatic
1.13498	[ 0.61040425]	grand
-2.45674	[-2.58929205]	inadequate
-0.0425596	[ 0.28312021]	considerable
-0.323787	[-0.8402909]	healthy
-5.43808	[ 0.34921598]	rare
-0.00607905	[-0.79324782]	bearish
-0.559616	[-0.78526139]	acceptable
0.693147	[-0.21488088]	important
-0.916291	[-1.2166276]	traditional
-1.95774	[-2.28431559]	slight
0.331645	[ 0.01734126]	extensive
-0.535518	[-0.17938548]	crucial
-0.208755	[-0.54032999]	obvious
-2.14007	[-1.11228204]	ordinary
0.225807	[-0.36301577]	wide
0.34249	[ 0.1167171]	substantial
-1.13635	[-1.55276787]	relative
0.65678	[ 0.2565735]	major
0.374693	[-0.0755285]	big
0.428039	[-0.22192931]	critical
0.200671	[-0.1908676]	steep
0.674455	[ 0.49593437]	extraordinary
-1.79176	[-2.22134209]	low
-2.05645	[-1.94475114]	light
-0.730888	[ 0.06436729]	valuable
-0.191891	[-0.45432186]	liberal
1.15268	[ 0.2544663]	crucial
0.532805	[ 0.54600215]	radical
-0.143894	[-1.35725343]	relative
1.81944	[-0.09435701]	huge
0.882389	[ 0.21194315]	rich
-1.12214	[-0.78089213]	acceptable
0.528067	[ 0.00532687]	powerful
0.426879	[ 0.38513654]	dramatic
-0.693147	[-0.41938606]	bearish
-1.56862	[-1.35313916]	familiar
-0.0606246	[-0.58061171]	adequate
0.401011	[-0.58757818]	clear
0.341749	[ 0.18310297]	deep
0.828693	[ 0.19998318]	grand
-0.693147	[-1.76895082]	little
-2.95751	[ 0.14999962]	valuable
-1.50408	[-1.70378709]	slight
-0.161843	[-0.42639279]	promising
0.204794	[ 0.47200918]	striking
-0.693147	[-0.78704834]	adequate
0.839751	[ 0.01340461]	liberal
0.259613	[-0.2425687]	bullish
0.590493	[ 0.01676553]	dramatic
-0.628609	[-0.34024209]	acceptable
-5.4161	[-3.07403731]	poor
0.348307	[ 0.78666377]	outstanding
0.394654	[-0.03557432]	sizable
0.547116	[-0.54155737]	bullish
