uuid	file	sentence	tok_sentence	paragraph	trimmed_sent	title	source	year
19d6fa9e-fc0e-11ed-88fc-93f4be02dfa8	neigbor5.txt	Meat, milk, and poultry products .	Meat , milk , and poultry products .	Meat, milk, and poultry products .	Meat, milk, and poultry products .	The 2019 National Trade Estimate Report on Foreign Trade Barriers (NTE)	The Office of the United States Trade Representative (USTR): Samuel Gruber, Julie McNees, Nathaniel Moulton, Lida Weinstock, Robert E. Lighthizer	2019
19d6fa9f-fc0e-11ed-88fc-93f4be02dfa8	neigbor187.txt	Such an approach may help improve the efficiency of research, reducing the risk that technologies and scientific output will remain on the shelf or be used only for academic purposes.	Such an approach may help improve the efficiency of research , reducing the risk that technologies and scientific output will remain on the shelf or be used only for academic purposes .	Strengthening linkages between research and development Demand has been growing for a more interactive process in research planning, combining topdown and bottom-up approaches for a better assessment of the technology needs of farmers, the priorities of rice research, the probability of research success in addressing emerging problems, and feedback on farmers' criteria for evaluating scientific knowledge in the context of their traditional knowledge. Such an approach may help improve the efficiency of research, reducing the risk that technologies and scientific output will remain on the shelf or be used only for academic purposes.	Such an approach may help improve the efficiency of research, reducing the risk that technologies and scientific output will remain on the shelf or be used only for academic purposes.	Rice Almanac: Source Book for the Most Important Economic Activity on Earth	J.L. Maclean, D.C. Dawe, B. Hardy, and G.P. Hettel	2002
19d6faa0-fc0e-11ed-88fc-93f4be02dfa8	neigbor144.txt	Well-trained judges maintain the rule of law through enduring principles and predictable processes, while also responding to a rapidly changing society.	Well-trained judges maintain the rule of law through enduring principles and predictable processes , while also responding to a rapidly changing society .	DOING BUSINESS 2019 A well-prepared and robust judiciary is fundamental to the rule of law. The training of judges facilitates the prompt resolution of trials and can lead to judicial decisions of higher quality. Training can also foster greater uniformity and predictability of decisions and can increase public confidence in the legal system's ability to deal effectively with specialized matters. Well-trained judges maintain the rule of law through enduring principles and predictable processes, while also responding to a rapidly changing society.	Well-trained judges maintain the rule of law through enduring principles and predictable processes, while also responding to a rapidly changing society.	Doing Business 2019: Training for Reform	World Bank Group	2018
19d6faa1-fc0e-11ed-88fc-93f4be02dfa8	neigbor63.txt	At the start, it involved 64 economies but its scope has since broadened over 100 in some form.	At the start , it involved 64 economies but its scope has since broadened over 100 in some form .	Box error! No text of specified style in document.1. Which economies are related to the Belt and Road Initiative? The Belt and Road Initiative is a large project aiming at improving regional co-operation through better connectivity among countries lying on the ancient Silk Road and beyond. It includes the Silk Road Economic Belt for the land part and the 21st Century Maritime Silk Road for the naval part. At the start, it involved 64 economies but its scope has since broadened over 100 in some form. Table 2 shows the list of economies that have cooperation agreements with China.	At the start, it involved 64 economies but its scope has since broadened over 100 in some form.	China's Belt and Road Initiative in the Global Trade, Investment and Finance Landscape	OECD	2019
19d6faa2-fc0e-11ed-88fc-93f4be02dfa8	neigbor243.txt	The UGA Food Science Team for this project was strengthened by the addition of an agricultural economist who carried out a consumers' survey in Bulgaria, a good development towards building a multi-disciplinary project team.	The UGA Food Science Team for this project was strengthened by the addition of an agricultural economist who carried out a consumers ' survey in Bulgaria , a good development towards building a multi-disciplinary project team .	The UGA Food Science Team for this project was strengthened by the addition of an agricultural economist who carried out a consumers' survey in Bulgaria, a good development towards building a multi-disciplinary project team. Eight persons from various parts of the world (Senegal, Thailand, The Philippines, Ghana, and Guyana) participated in a workshop at UGA on Storage, Processing, Quality Evaluation and Marketing of Peanuts and Peanut Products in 2003. They also participated in the 2003 Georgia Peanut Tour sponsored by the Georgia Peanut Association. Three M.S. graduate students and one Ph. D. graduate student have completed or doing their studies at UGA: 1. A Ph. D student (Antonio Zenere, male) completed his degree with dissertation on formulation and testing of peanut flour-based products (partially funded by Peanut CRSP); 2. An M.S. student at UGA (Vandana Totlani, female) completed her degree; she developed rapid methods to determine shelf-stability of peanuts; she tested 4 methods and determined that using Rheometer was best but the equipment is expensive. She is currently doing her Ph.D. at Pennsylvania State University; 3. An M.S. student (Joy Dubost, female) completed her degree; she studied nutritional analysis of selected peanut products (partially funded by Peanut CRSP); and 4. Another M.S. student (Rashmi Desphande, female) has studied stability and sensory analysis of peanut four-based beverage.	The UGA Food Science Team for this project was strengthened by the addition of an agricultural economist who carried out a consumers' survey in Bulgaria, a good development towards building a multi-disciplinary project team.	The Peanut Collaborative Research Support Program (PCRSP)	Dely Gapasin, John Cherry, John Gilbert, Ron Gibbons, Geoff Hildebrand, Darrell Nelson, Howard Valentine, Handy Williamson	2005
19d6faa3-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	Ethnic and racial studies, 30(6):1024-1054.	Ethnic and racial studies , 30 ( 6 ) :1024 -1054 .	Vertovec, S. 2007 Super-diversity and its implications. Ethnic and racial studies, 30(6):1024-1054. Available at www.tandfonline.com/doi/abs/10.1080/01419870701599465.	Ethnic and racial studies, 30(6):1024-1054.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19d6faa4-fc0e-11ed-88fc-93f4be02dfa8	neigbor187.txt	Med-Rice is the FAO Inter-Regional cooperative research network on rice in the Mediterranean climate areas.	Med-Rice is the FAO Inter-Regional cooperative research network on rice in the Mediterranean climate areas .	Med-Rice is the FAO Inter-Regional cooperative research network on rice in the Mediterranean climate areas. It was created in 1990 as one of the interregional and regional networks on rice and field projects, supported by the International Rice Commission (IRC) and the Rice Development Programme (RDP). The objective of Med-Rice is to promote scientific exchanges among rice scientists working in the Mediterranean area and in the other regions with a Mediterranean climate.	Med-Rice is the FAO Inter-Regional cooperative research network on rice in the Mediterranean climate areas.	Rice Almanac: Source Book for the Most Important Economic Activity on Earth	J.L. Maclean, D.C. Dawe, B. Hardy, and G.P. Hettel	2002
19d6faa5-fc0e-11ed-88fc-93f4be02dfa8	neigbor32.txt	This would be consistent with the patterns of industrialization in Japan; Korea; Taiwan, China; and the United States, where the initial geographical concentration of industries was followed by dispersion within the same country.	This would be consistent with the patterns of industrialization in Japan ; Korea ; Taiwan , China ; and the United States , where the initial geographical concentration of industries was followed by dispersion within the same country .	"The East Asian trends are consistent with the ""flying geese"" pattern of development, where economic transformation is consistent with dynamic changes in comparative advantage. Industrialization in East Asian countries began with the development of labor-intensive sectors, gradually shifted to capital-intensive sectors, and then to knowledge-intensive activities. In parallel, wages rose and skills increased.35 First Japan, then Korea, and more recently China followed a similar pattern. As labor costs increase further, light manufacturing jobs are likely to migrate away from coastal China, where most industries have concentrated. By some estimates, nearly 100 million jobs are at stake.36 The migration of light manufacturing jobs out of coastal China could open a once-in-ageneration opportunity for countries in SubSaharan Africa and South Asia to jump-start their industrialization. But some observers predict that the migration will go mainly to the inland areas in China, where wage rates are lower than on the coast. This would be consistent with the patterns of industrialization in Japan; Korea; Taiwan, China; and the United States, where the initial geographical concentration of industries was followed by dispersion within the same country.37 However, China's labor market is relatively integrated to the point where even unskilled wage rates in rural areas have been increasing rapidly.38 Therefore, an overall decline in the manufacturing share of GDP in China might be unavoidable, opening up the opportunity for labor-intensive industrialization in other developing countries.39 The rapid growth of labor productivity in manufacturing is resulting in the stagnation or even the decline of the number of manufacturing jobs worldwide (figure 7.2). Global employment in manufacturing increased by only 30 percent from 1990 to 2008, with most of the expansion taking place in Asia, especially in China. Given that manufacturing jobs connect to exSource: World Development Report 2013 team estimates based on data from the United Nations Industrial Development Organization (UNIDO) database and United Nations Statistics Division. Note: Japan is not included in panel a. GDP = gross domestic product."	This would be consistent with the patterns of industrialization in Japan; Korea; Taiwan, China; and the United States, where the initial geographical concentration of industries was followed by dispersion within the same country.	World Development Report 2013: Jobs	World Bank	2012
19d6faa6-fc0e-11ed-88fc-93f4be02dfa8	neigbor226.txt	The secondary education school system covers four offering general education and vocational or trade school offering short term courses in basic trades.	The secondary education school system covers four offering general education and vocational or trade school offering short term courses in basic trades .	Grading Remarks Unusual grading system in secondary school Full Description: Grades range from A (outstanding) to F (poor). A similar point grade scale is used for the Caribbean Advanced Proficiency Examination from A (excellent) to G (unsatisfactory) Highest on scale: 1 Lowest on scale: 6 Country Notes Primary education lasts for eight years. Primary education is compulsory for all children between the ages of 5 and 14 years. The eight-year programme is divided into infant grades (I-II) and junior grades (III-VIII or Standards I-VI). The secondary education school system covers four offering general education and vocational or trade school offering short term courses in basic trades. Post-secondary institutions include sixth-form establishments, offering two years of post-secondary schooling; institutions for professional training (agriculture, nursing, teaching); and the university.	The secondary education school system covers four offering general education and vocational or trade school offering short term courses in basic trades.	A Guide for the Placement and Transcript Evaluation of Foreign-Born Students	Manatee County ESOL/Migrant/Immigrant Programs	2010
19d6faa7-fc0e-11ed-88fc-93f4be02dfa8	neigbor164.txt	This is particularly so in the case of engineering and to a lesser extent science among countries with data for the period 2005-2012 (figure 3.12).	This is particularly so in the case of engineering and to a lesser extent science among countries with data for the period 2005-2012 ( figure 3.12 ) .	Women are less likely than men to graduate in fields related to science and engineering Despite enjoying better access to tertiary education than ever before, women continue to face challenges in participating in some fields of study traditionally dominated by men. Women are less likely than men to graduate in science, engineering, manufacturing, construction, agriculture, and services. This is particularly so in the case of engineering and to a lesser extent science among countries with data for the period 2005-2012 (figure 3.12). Among men graduates, on average, one in five graduated in engineering compared to one out of 20 women graduates, and one in nine men graduated in science compared to one in 14 women. In all countries with data, with the exception of Cyprus (where 16 per cent of men and 11 per cent of women graduated in engineering) and Myanmar (4 per cent of men and women), men were at least twice as likely to graduate in engineering as women. In a third of these countries, representing different regions, the percentage of men graduating in this field was at least 5 times higher than that of women. As for the field of science, in 6 out of 10 countries with data, the percentage of men graduating in this field was at least twice that of women.	This is particularly so in the case of engineering and to a lesser extent science among countries with data for the period 2005-2012 (figure 3.12).	The World’s Women 2015: Trends and Statistics	United Nations	2015
19d6faa8-fc0e-11ed-88fc-93f4be02dfa8	neigbor93.txt	ISSN 2040-8188 ISBN 978-1-907194-45-0 The Women's Empowerment in Agriculture Index (WEAI) is a new survey-based index designed to measure the empowerment, agency, and inclusion of women in the agricultural sector.	ISSN 2040-8188 ISBN 978-1-907194-45-0 The Women 's Empowerment in Agriculture Index ( WEAI ) is a new survey-based index designed to measure the empowerment , agency , and inclusion of women in the agricultural sector .	ISSN 2040-8188 ISBN 978-1-907194-45-0 The Women's Empowerment in Agriculture Index (WEAI) is a new survey-based index designed to measure the empowerment, agency, and inclusion of women in the agricultural sector. The WEAI was initially developed as a tool to reflect women's empowerment that may result from the United States government's Feed the Future Initiative, which commissioned the development of the WEAI. The WEAI can also be used more generally to assess the state of empowerment and gender parity in agriculture, to identify key areas in which empowerment needs to be strengthened, and to track progress over time. The WEAI is an aggregate index, reported at the country or regional level, based on individual-level data collected by interviewing men and women within the same households. The WEAI comprises two subindexes. The first assesses the degree to which women are empowered in five domains of empowerment (5DE) in agriculture. It reflects the percentage of women who are empowered and, among those who are not, the percentage of domains in which women enjoy adequate achievements. These domains are (1) decisions about agricultural production, (2) access to and decisionmaking power about productive resources, (3) control of use of income, (4) leadership in the community, and (5) time allocation. The second subindex (the Gender Parity Index [GPI]) measures gender parity. The GPI reflects the percentage of women who are empowered or whose achievements are at least as high as the men in their households. For those households that have not achieved gender parity, the GPI shows the empowerment gap that needs to be closed for women to reach the same level of empowerment as men. This technical paper documents the development of the WEAI and presents pilot data from Bangladesh, Guatemala, and Uganda, so that researchers and practitioners seeking to use the index in their own work would understand how the survey questionnaires were developed and piloted, how the qualitative case studies were undertaken, how the index was constructed, how various indicators were validated, and how it can be used in other settings.	ISSN 2040-8188 ISBN 978-1-907194-45-0 The Women's Empowerment in Agriculture Index (WEAI) is a new survey-based index designed to measure the empowerment, agency, and inclusion of women in the agricultural sector.	The Women’s Empowerment in Agriculture Index	Sabina Alkire, Ruth Meinzen-Dick, Amber Peterman, Agnes R. Quisumbing, Greg Seymour, Ana Vaz	2013
19d6faa9-fc0e-11ed-88fc-93f4be02dfa8	neigbor85.txt	In the NFA 2010, fishmeal and fish oil production and trade, and of aquaculture, were included and the fish commodity extraction rates were revised to include species-specific extraction rates for all species.	In the NFA 2010 , fishmeal and fish oil production and trade , and of aquaculture , were included and the fish commodity extraction rates were revised to include species-specific extraction rates for all species .	In the NFA 2010, fishmeal and fish oil production and trade, and of aquaculture, were included and the fish commodity extraction rates were revised to include species-specific extraction rates for all species.	In the NFA 2010, fishmeal and fish oil production and trade, and of aquaculture, were included and the fish commodity extraction rates were revised to include species-specific extraction rates for all species.	ECOLOGICAL FOOTPRINT ATLAS 2010	Brad Ewing, David Moore, Steven Goldfinger, Anna Oursler, Anders Reed, Mathis Wackernagel, Nora Padula	2010
19d6faaa-fc0e-11ed-88fc-93f4be02dfa8	neigbor187.txt	Adverse climate, poor soils, and a lack of suitable modern technologies keep farmers from being able to increase productivity.	Adverse climate , poor soils , and a lack of suitable modern technologies keep farmers from being able to increase productivity .	Rainfed lowland rice grows in bunded fields that are flooded for at least part of the cropping season to water depths that exceed 100 cm for no more than 10 consecutive days. Rainfed lowlands are characterized by a lack of water control, with floods and drought being potential problems. In favorable rainfed lowlands, small investments in water-control measures can increase water control considerably. In these cases, cropping systems are on a continuum between rainfed and irrigated ecosystems and available technologies of the irrigated sector need only minor adaptations. Considerable adaptations or different technologies are needed in the rainfed lowlands where risk of drought or flood is significant. About 34% of the world's total rice land or approximately 54 million ha are rainfed. Adverse climate, poor soils, and a lack of suitable modern technologies keep farmers from being able to increase productivity.	Adverse climate, poor soils, and a lack of suitable modern technologies keep farmers from being able to increase productivity.	Rice Almanac: Source Book for the Most Important Economic Activity on Earth	J.L. Maclean, D.C. Dawe, B. Hardy, and G.P. Hettel	2002
19d6faab-fc0e-11ed-88fc-93f4be02dfa8	neigbor231.txt	Combined with solid ICT readiness (18th), these factors help encourage T&T investment, utilization of digital services and business travel.	Combined with solid ICT readiness ( 18th ) , these factors help encourage T & T investment , utilization of digital services and business travel .	Selected Country/Economy Analysis The United States is the top scorer in the Americas, moving up one place to rank fifth globally. The combination of the overall size of its economy and T&T competitiveness helps explain why the country has the largest T&T GDP in the world, accounting for over one-fifth of the global total. In comparison to the global average, one of the United States' greatest advantages comes from its natural (5th) and cultural (12th) resources, which also helps separate it from many other developed nations in the rankings. The country is well known for its numerous World Heritage natural sites (3rd) and extensive wildlife (13th), which drive nature-based tourist arrivals (35th). The flow of travellers is assisted by excellent air transport (3rd) and tourist services (4th) infrastructure and increasingly efficient ground transport (17th to 6th). However, the primary reason for the United States' improvement is its better enabling environment (25th to 16th), including enhancements to already-strong business environment (16th to 4th) and human resource and labour market (13th to 1st) areas. Combined with solid ICT readiness (18th), these factors help encourage T&T investment, utilization of digital services and business travel.	Combined with solid ICT readiness (18th), these factors help encourage T&T investment, utilization of digital services and business travel.	The Travel & Tourism Competitiveness Report 2019: Travel and Tourism at a Tipping Point	Klaus Schwab	2019
19d6faac-fc0e-11ed-88fc-93f4be02dfa8	neigbor226.txt	Secondary school lasts for five to six years.	Secondary school lasts for five to six years .	System of education: http://www.classbase.com/Countries/Iraq/Education-System http://www.ibe.unesco.org/fileadmin/user_upload/Publications/WDE/2010/pdf-versions/Iraq.pdf Ireland Diploma awarded leaving Certificate Vocational Programme (LCVP) Leaving certificate (Ardteistimeireacht) Leaving certificate applied (awarded after Vocational Secondary School) School year September - June Compulsory Education ages 4-16 grades Pre-K - 11 educational system U.S. equivalent Pre-K & kindergarten - compulsory, lasts 2 years (ages 4-5) Kindergarten 3rd 1st 4th 2nd 5th 3rd 6th 4th 7th 5th 8th 6th Junior Secondary School (3-4 yrs.) - 1st Year 7th 2nd Year 8th 3rd year-(Possible *4th Year) junior certificate (Teastas Soisearach) 9th Senior/Vocational Secondary School - 1st Year 10th 2nd year - Leaving Certificate Vocational Programme (LCVP) 11th *(If in 4-year junior secondary cycle will graduate here) 12th - Standard High School diploma grading scale U.S. equivalent 85 - 100% A1-A2 A 70 - 84% B1-B3 B 55 - 69% C1-C3 C 40 - 54% D1-D3 D 25 - 39% E D 10 24% F F 0 - 9% No grade F grading remarks country notes primary education lasts for eight years. Secondary school lasts for five to six years. It is divided into a three-to *four-year junior secondary cycle, followed by a two-year senior secondary school cycle leading to the award of the Leaving Certificate. Vocational secondary schools offer two-year courses leading to the Leaving Certificate Vocational Program and the Leaving Certificate Applied.	Secondary school lasts for five to six years.	A Guide for the Placement and Transcript Evaluation of Foreign-Born Students	Manatee County ESOL/Migrant/Immigrant Programs	2010
19d6faad-fc0e-11ed-88fc-93f4be02dfa8	neigbor5.txt	"In September 2017, Ghana introduced electronic (""paperless"") cargo clearance at ports to reduce clearance times."	"In September 2017 , Ghana introduced electronic ( "" paperless "" ) cargo clearance at ports to reduce clearance times ."	"Ghanaian customs practices and port infrastructure continue to present major obstacles to trade. Officials have introduced risk-management approaches, such as the Pre-Arrival Assessment Reporting System. However, the majority of imports are still subject to inspection on arrival, causing delays and increased costs. Importers report erratic application of customs and other import regulations, lengthy clearance procedures, and corruption. The resulting delays can contribute to product deterioration and result in significant losses for importers of perishable goods. Additionally, Ghana's ports suffer from congested roads and lack a functioning rail system to transport freight, creating long waits for ships to berth at cargo terminals and for containers to be transported out of the ports. Ghana Ports and Harbor Authority (GPHA) is working to modernize both the Ports of Tema and Takoradi. In November 2016, Ghana launched a $1.5 billion public-private partnership between GPHA and Meridian Port Services, a partnership representing interests from the Netherlands and France, to quadruple the capacity of the Tema Port. This port expansion project is expected to be completed in 2019. Ghana has launched several initiatives over the past couple of years to support online information and processing of trade transactions, including the development of a National Single Window. In September 2017, Ghana introduced electronic (""paperless"") cargo clearance at ports to reduce clearance times. The Customs Division of the Ghana Revenue Authority (GRA) has taken on the inspection and valuation role once occupied by five licensed destination inspection companies, which many believed were the source of the long clearance delays. However, the one percent fee associated with the inspections is still collected."	"In September 2017, Ghana introduced electronic (""paperless"") cargo clearance at ports to reduce clearance times."	The 2019 National Trade Estimate Report on Foreign Trade Barriers (NTE)	The Office of the United States Trade Representative (USTR): Samuel Gruber, Julie McNees, Nathaniel Moulton, Lida Weinstock, Robert E. Lighthizer	2019
19d6faae-fc0e-11ed-88fc-93f4be02dfa8	neigbor75.txt	Methodological notes The Coverage in law indicator (or legal/statutory coverage) estimates the scope of the legislation, namely the number of workers to whom the law applies.	Methodological notes The Coverage in law indicator ( or legal / statutory coverage ) estimates the scope of the legislation , namely the number of workers to whom the law applies .	Methodological notes The Coverage in law indicator (or legal/statutory coverage) estimates the scope of the legislation, namely the number of workers to whom the law applies. The Coverage in practice indicator (or effective coverage) determines the extent to which the law is actually implemented and thus the share of the population that is benefiting from its application. This measurement seeks to identify the number of persons covered de facto in relation to those covered de jure. Effective coverage is usually lower than statutory coverage due to gap in compliance and implementation. Coverage in practice can be measured in terms of: actual coverage (or actual beneficiaries), namely the number of people accessing the right to maternity leave or maternity leave cash benefits; or potential coverage (or protected persons), specifically the number of people who have the rights or benefits guaranteed but are not necessarily currently beneficiaries. The table presents potential coverage, namely the share of protected persons.	Methodological notes The Coverage in law indicator (or legal/statutory coverage) estimates the scope of the legislation, namely the number of workers to whom the law applies.	Maternity and paternity at work – Law and practice across the world	International Labour Organization	2014
19d6faaf-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	The literature and cases examined in this chapter indicate a need for research, policy and practice on which adaptive options can help people move towards well-being even in the face of growing environmental and climate risks.	The literature and cases examined in this chapter indicate a need for research , policy and practice on which adaptive options can help people move towards well-being even in the face of growing environmental and climate risks .	The literature and cases examined in this chapter indicate a need for research, policy and practice on which adaptive options can help people move towards well-being even in the face of growing environmental and climate risks.	The literature and cases examined in this chapter indicate a need for research, policy and practice on which adaptive options can help people move towards well-being even in the face of growing environmental and climate risks.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19d6fab0-fc0e-11ed-88fc-93f4be02dfa8	neigbor116.txt	Two approaches to entrepreneurship education: The different effects of education for and through entrepreneurship at the lower secondary level.	Two approaches to entrepreneurship education : The different effects of education for and through entrepreneurship at the lower secondary level .	Moberg, K. 2014b. Two approaches to entrepreneurship education: The different effects of education for and through entrepreneurship at the lower secondary level. International Journal of Management Education, in press.	Two approaches to entrepreneurship education: The different effects of education for and through entrepreneurship at the lower secondary level.	Entrepreneurship in Education: What, Why, When, How	Martin Lackéus	2015
19d6fab1-fc0e-11ed-88fc-93f4be02dfa8	neigbor75.txt	Available at: Http://www.who.int/bulletin/ volumes/91/6/12-109363/En/ [2 Apr. 2014].	Available at : Http :// www.who.int / bulletin / volumes / 91/6/12 -109363 / En / [ 2 Apr. 2014 ] .	"Bulletin of World Health Organization. Available at: Http://www.who.int/bulletin/ volumes/91/6/12-109363/En/ [2 Apr. 2014]. --.; McNeil, K.; Earle, A. 2013. ""Filling a critical gap: Measuring work policies that affect families globally"", in Community, Work & Family, Vol. 16, issue 3, PP. 239-260. Holmes, R.; Jones, N. 2013. Gender and social protection in the developing world: Beyond mothers and safety nets (London and New York: Zed Books). Huerta, M.; Adema, W.; Baxter, J.; Han, w.; Lausten, m.; Lee, R.; Waldfogel, J. 2013. ""Fathers' leave, fathers' involvement and child development: Are they related? Evidence from four OECD countries"", in OECD social, employment and migration working papers, No. 140 (Paris, OECD publishing). Available at Http://www.oecd-ilibrary.org/social-issues-migrationhealth/fathers-leave-fathers-involvement-and-child-development_5k4dlw9w6czq-en [2 Apr. 2014]. International Labour Organization (ILO). n.d. Work and family responsibilities: Russian Federation. Available at Www.ilo.org/public/english/region/eurpro/moscow/info/publ/ Workfamily_en.pdf [2 Apr. 2014]. --. n.d. NORMLEX, Information System on International Labour Standards provides all available information on international labour standards, including the text of the Observations and Direct Requests quoted in this report. It is available at: www.ilo.org/normlex [2 Apr. 2014]. --. 1989. Introduction to social security (Geneva)."	Available at: Http://www.who.int/bulletin/ volumes/91/6/12-109363/En/ [2 Apr. 2014].	Maternity and paternity at work – Law and practice across the world	International Labour Organization	2014
19d6fab2-fc0e-11ed-88fc-93f4be02dfa8	neigbor104.txt	Nearly every Indian state requires some form of continuing education for nursing professionals.	Nearly every Indian state requires some form of continuing education for nursing professionals .	Continuing Competence In Central Asia, half of the jurisdictions require some form of continuing competence. Afghanistan does not appear to require any continuing competence. Data were not available as to whether continuing competence is required in Nepal, Pakistan, Sri Lanka, and Uzbekistan. The Maldives requires continuing competence on a biennial basis for all 3 of its nurse types: Registered Nurse, Enrolled Nurse, and Registered Nurse Midwife, which entails educational qualification, good standing, a state examination certificate, and council registration. Nearly every Indian state requires some form of continuing education for nursing professionals. No specific data requiring continuing competence could be found for Andhra Pradesh and Telangana, Gujarat, Dadra and Naga Haveli, Daman and Diu, Manipur, and Uttar Pradesh.	Nearly every Indian state requires some form of continuing education for nursing professionals.	A Global Profile of Nursing Regulation, Education, and Practice	Journal of Nursing Regulation, Volume 10, Special Issue	2020
19d6fab3-fc0e-11ed-88fc-93f4be02dfa8	neigbor15.txt	Topics and geographical coverage were widespread and included: * Interculturalism in Times of Crisis (Bello and Bloom) * Cultivating the Migration-Food Security Nexus (Crush and Caesar, eds.	Topics and geographical coverage were widespread and included : * Interculturalism in Times of Crisis ( Bello and Bloom ) * Cultivating the Migration-Food Security Nexus ( Crush and Caesar , eds .	The previous two years have seen numerous special issues and special sections of regular issues, most of them proposed to us from members of the academic community. Topics and geographical coverage were widespread and included: * Interculturalism in Times of Crisis (Bello and Bloom) * Cultivating the Migration-Food Security Nexus (Crush and Caesar, eds.) * Peace processes and durable returns (Stefanovic and Loizides, EDS.) * Blessed be the ties: health and healthcare for migrants and migrant families in the United States (Ervin, Hamilton and Lopez-Carr, EDS.) * Labour migration in Europe: Changing policies - changing organizations - changing people (Laubenthal, ed.) * Subjective perceptions related to migration (Amit and Blum, EDS.) 17 The contributions in this appendix have been submitted by each journal's respective chief editor(s), and have not been edited. 18 Articles cited in the journal editor's contribution can be found at: https://onlinelibrary.wiley.com/journal/14682435. 322 appendices * Migration and social class (Bonjour and Chauvin, EDS.) * Precarity, illegality, and temporariness: Implications and consequences of Canadian migration management (Hari and Liew, eds.) Some selected thematic trends The academic literature on migration responds in part to trends in migration phenomena and policy as well as to shifts in migration-related theory and previously published literature. Normally, there is a discernible time lag between the onset of a phenomenon and the appearance of scientific literature, this owing to the time required for research and then for publishing. The literature on the Syrian refugee crisis is now beginning to appear in significant amounts, and we can expect that the literature on the United Nations' Global Compacts will start appearing in 2019. But looking back only slightly, to 2017 - 2018, we see discussions of earlier trends and phenomena, some of which we have selected here.	Topics and geographical coverage were widespread and included: * Interculturalism in Times of Crisis (Bello and Bloom) * Cultivating the Migration-Food Security Nexus (Crush and Caesar, eds.	WORLD MIGRATION REPORT 2020	International Organization for Migration (IOM)	2019
19d6fab4-fc0e-11ed-88fc-93f4be02dfa8	neigbor85.txt	United Nations Commodity Trade statistics database.	United Nations Commodity Trade statistics database .	United Nations Commodity Trade statistics database. 2007. http:// comtrade.un.org (accessed February 2010).	United Nations Commodity Trade statistics database.	ECOLOGICAL FOOTPRINT ATLAS 2010	Brad Ewing, David Moore, Steven Goldfinger, Anna Oursler, Anders Reed, Mathis Wackernagel, Nora Padula	2010
19d6fab5-fc0e-11ed-88fc-93f4be02dfa8	neigbor46.txt	In Eswatini and Botswana more than 10 per cent of students with disabilities attend special schools.	In Eswatini and Botswana more than 10 per cent of students with disabilities attend special schools .	Those who enter school still face other challenges. In nine countries around 2012, on average 9 per cent of students with disabilities mainly attended special schools and 6 per cent attended special classes in primary, secondary or tertiary school (Figure II.35). In Eswatini and Botswana more than 10 per cent of students with disabilities attend special schools. Evidence from 21 countries and territories in the Asia and Pacific region suggests that there are still many children with disabilities learning in special primary schools: on average 19 per cent (Figure II.36). Kyrgyzstan shows the highest percentage, at 97 per cent, and four countries and territories - China, Nauru, Bhutan, and New Caledonia - show percentages above 40 per cent. Students with disabilities are sometimes obliged to stop attending school because of financial and/or environmental barriers. In four countries, around 2010, on average, 17 per cent of students with disabilities stopped attending school because it was too expensive, 13 per cent because school was too far or no transport was available to take them to school, and 4 per cent because of communication and language barriers (Figure II.37).	In Eswatini and Botswana more than 10 per cent of students with disabilities attend special schools.	UN Disability and Development Report – Realizing the SDGs by, for and with persons with disabilities	United Nations	2019
19d6fab6-fc0e-11ed-88fc-93f4be02dfa8	neigbor22.txt	Feinstein International Center; 2011.	Feinstein International Center ; 2011 .	Strategies to improve the performance of female health workers in West Bengal: a cross-sectional survey. National Medical Journal of India. 2010;23(3):137-42. 162. Sadler K, Puett C, Mothabbir G, Myatt M. Community case management of severe acute malnutrition in southern Bangladesh. Feinstein International Center; 2011. 163. Workload indicators of staffing need (wisn). Geneva: World Health Organization (http://www.who.int/hrh/ Resources/Wisn_user_manual/en/, accessed 27 July 2018).	Feinstein International Center; 2011.	WHO guideline on health policy and system support to optimize community health worker programmes	World Health Organization	2018
19d6fab7-fc0e-11ed-88fc-93f4be02dfa8	neigbor183.txt	Contracted under aeg-i-18-04-00010-00 rural & agricultural incomes with a sustainable environment plus IQC, Farmer-to-Farmer special program support project task order .	Contracted under aeg-i-18-04-00010-00 rural & agricultural incomes with a sustainable environment plus IQC , Farmer-to-Farmer special program support project task order .	Contracted under aeg-i-18-04-00010-00 rural & agricultural incomes with a sustainable environment plus IQC, Farmer-to-Farmer special program support project task order .	Contracted under aeg-i-18-04-00010-00 rural & agricultural incomes with a sustainable environment plus IQC, Farmer-to-Farmer special program support project task order .	FARMER-TO-FARMER PROGRAMMATIC PERSUAP: PESTICIDE EVALUATION REPORT AND SAFER USE ACTION PLAN	The United States Agency for International Development	2013
